part_id,site_id,forecast_date,P10,P50,P90
P00001,SITE01,2024-12-30,0.0,0.9303758990411121,4.088104788421253
P00001,SITE01,2025-01-06,0.0,0.9930329730914239,4.279014189951409
P00001,SITE02,2024-12-30,0.0,1.346018446758102,3.3689828546443623
P00001,SITE02,2025-01-06,0.0,1.4510795975602826,3.457119893904954
P00001,SITE03,2024-12-30,0.0,1.1405391285607969,2.9755636434838366
P00001,SITE03,2025-01-06,0.0,1.217668516221657,3.1630304849118676
P00001,SITE04,2024-12-30,0.0,2.6682369881734385,7.265521822014734
P00001,SITE04,2025-01-06,0.0,2.7366140253757942,7.13974270894806
P00001,SITE05,2024-12-30,0.0,1.2586436468514601,4.270964166299259
P00001,SITE05,2025-01-06,0.0,1.3527129446743587,4.467684856689235
P00001,SITE06,2024-12-30,0.0,1.2662078432500778,4.567869534298367
P00001,SITE06,2025-01-06,0.0,1.3967366290124676,4.796641701212801
P00002,SITE01,2024-12-30,0.0,1.7544201050727455,6.053617802191396
P00002,SITE01,2025-01-06,0.0,1.8720675160156521,6.138527954840849
P00002,SITE02,2024-12-30,0.9999973028734622,4.532187179501462,8.154777529157279
P00002,SITE02,2025-01-06,0.9999973028734622,4.61915706020734,8.203872194647298
P00002,SITE03,2024-12-30,0.9999973028734622,6.965581063917049,16.904625024376276
P00002,SITE03,2025-01-06,0.9999973028734622,7.051548829781191,16.839299328964362
P00002,SITE04,2024-12-30,0.9999973028734622,5.678844767641282,14.781350197474655
P00002,SITE04,2025-01-06,0.9999973028734622,5.74585077108603,14.802454116408343
P00002,SITE05,2024-12-30,0.9999973028734622,4.089336725214823,7.421389033955185
P00002,SITE05,2025-01-06,0.9999973028734622,4.1693218580236895,7.539597788487988
P00002,SITE06,2024-12-30,0.9999973028734622,4.720028475292619,14.17935692350067
P00002,SITE06,2025-01-06,0.9999973028734622,4.793707328014058,13.986355713349287
P00003,SITE01,2024-12-30,0.0,1.337959696042095,4.129364313448259
P00003,SITE01,2025-01-06,0.0,1.3408559927317152,4.1501805491780885
P00003,SITE02,2024-12-30,0.0,2.7635837207543,8.173180044938078
P00003,SITE02,2025-01-06,0.0,2.8496510729754188,8.471883108208992
P00003,SITE03,2024-12-30,0.0,0.09937161326948445,4.37662613891099
P00003,SITE03,2025-01-06,0.0,0.1481654057105055,4.537770185970804
P00003,SITE04,2024-12-30,0.9999973028734622,4.416830128796212,12.240658847621777
P00003,SITE04,2025-01-06,0.9999973028734622,4.459136026483128,12.338353365502504
P00003,SITE05,2024-12-30,0.0,2.67007653696052,7.139963179498842
P00003,SITE05,2025-01-06,0.0,2.706042069457833,7.166069873279047
P00003,SITE06,2024-12-30,0.0,2.3553403326163003,7.2821280879467984
P00003,SITE06,2025-01-06,0.0,2.40096047072363,7.44053188510533
P00004,SITE01,2024-12-30,0.0,0.11334966340214384,1.836517440216653
P00004,SITE01,2025-01-06,0.0,0.057460601993752344,1.6170664715620522
P00004,SITE02,2024-12-30,0.0,0.05313006649298452,1.8639282902850351
P00004,SITE02,2025-01-06,0.0,2.6971265378990327e-06,1.6380311073996021
P00004,SITE03,2024-12-30,0.0,0.26275256372212086,1.8137137570568833
P00004,SITE03,2025-01-06,0.0,2.6971265378990327e-06,1.5878165741714503
P00004,SITE04,2024-12-30,0.0,1.0083451329416389,2.6690124336491854
P00004,SITE04,2025-01-06,0.0,1.0098379814195781,2.718266996592061
P00004,SITE05,2024-12-30,0.0,0.26275256372212086,1.8765502276739854
P00004,SITE05,2025-01-06,0.0,2.6971265378990327e-06,1.6506530447885523
P00004,SITE06,2024-12-30,0.0,0.9314562955078766,2.582531938800535
P00004,SITE06,2025-01-06,0.0,0.9576349618468666,2.599276938456611
P00005,SITE01,2024-12-30,0.9999973028734622,4.080312843414338,10.789895300154111
P00005,SITE01,2025-01-06,0.9999973028734622,4.122618741101255,10.906244007264263
P00005,SITE02,2024-12-30,0.0,3.3161338658009063,8.254001053241801
P00005,SITE02,2025-01-06,0.0,3.3577192459786813,8.575785544757782
P00005,SITE03,2024-12-30,0.9999973028734622,7.9592208748398985,12.339454693386754
P00005,SITE03,2025-01-06,0.9999973028734622,8.173604367444526,12.791004887375612
P00005,SITE04,2024-12-30,0.9999973028734622,7.7672343231150665,11.352410990123108
P00005,SITE04,2025-01-06,0.9999973028734622,7.899561397981944,11.443057811828718
P00005,SITE05,2024-12-30,0.0,4.20162511116798,11.676229359302084
P00005,SITE05,2025-01-06,0.0,4.334102470159555,12.02383253444402
P00005,SITE06,2024-12-30,0.9999973028734622,9.576995600509212,25.692213597969705
P00005,SITE06,2025-01-06,0.9999973028734622,9.747627500645029,25.8599158368635
P00006,SITE01,2024-12-30,0.9999973028734622,3.9036511907133082,6.765400825435247
P00006,SITE01,2025-01-06,0.9999973028734622,3.990034500017129,6.8373494117742
P00006,SITE02,2024-12-30,0.0,2.619039151813046,5.524238452993322
P00006,SITE02,2025-01-06,0.0,2.7601813578633974,5.500794018105815
P00006,SITE03,2024-12-30,0.9999973028734622,7.8652691319299795,11.585646205677529
P00006,SITE03,2025-01-06,0.9999973028734622,7.997596206796855,11.77264741471603
P00006,SITE04,2024-12-30,0.9999973028734622,6.161768611850298,13.205181902610791
P00006,SITE04,2025-01-06,0.9999973028734622,6.266362856251585,13.31395654114899
P00006,SITE05,2024-12-30,0.9999973028734622,4.068022789957508,7.166800854596405
P00006,SITE05,2025-01-06,0.9999973028734622,4.164800831309147,7.137816983280032
P00006,SITE06,2024-12-30,0.9999973028734622,5.868933452329769,14.384664768351872
P00006,SITE06,2025-01-06,0.9999973028734622,5.9716603071019625,14.632694501212997
P00007,SITE01,2024-12-30,0.0,1.1801865968763952,3.4567672681052786
P00007,SITE01,2025-01-06,0.0,1.1899903454808671,3.4713402385370786
P00007,SITE02,2024-12-30,0.0,2.080236349659023,5.898486706450191
P00007,SITE02,2025-01-06,0.0,2.130956874851428,5.983841995930295
P00007,SITE03,2024-12-30,0.0,0.9760754163403886,3.5003788733726586
P00007,SITE03,2025-01-06,0.0,1.0239396064274358,3.6266441559614933
P00007,SITE04,2024-12-30,0.0,1.1495952274219854,4.675642581529884
P00007,SITE04,2025-01-06,0.0,1.1953294663488117,4.635438690934904
P00007,SITE05,2024-12-30,0.0,1.1117801870100457,3.2956768822113376
P00007,SITE05,2025-01-06,0.0,1.1138689441505867,3.3102952583784053
P00007,SITE06,2024-12-30,0.9999973028734622,3.1114598942526928,8.40751610703716
P00007,SITE06,2025-01-06,0.0,3.0579353327261285,8.72585038981039
P00008,SITE01,2024-12-30,0.0,2.711173524331941,6.92224535384426
P00008,SITE01,2025-01-06,0.0,2.6836887174374775,7.072848962640175
P00008,SITE02,2024-12-30,0.0,1.461707473002104,4.112131466899233
P00008,SITE02,2025-01-06,0.0,1.4986859883064436,4.064565382645298
P00008,SITE03,2024-12-30,0.0,2.3302333021951154,4.6251186356018765
P00008,SITE03,2025-01-06,0.0,2.358160997194189,4.63496375455254
P00008,SITE04,2024-12-30,0.9999973028734622,5.079622780206688,9.280228645108203
P00008,SITE04,2025-01-06,0.9999973028734622,5.232398832778862,9.021152243063872
P00008,SITE05,2024-12-30,0.0,1.2104962206019325,6.030292363838619
P00008,SITE05,2025-01-06,0.0,1.2463904429133248,6.217351737705984
P00008,SITE06,2024-12-30,0.9999973028734622,3.505359312524221,9.317815640931574
P00008,SITE06,2025-01-06,0.0,3.374109682960092,9.289652447818264
P00009,SITE01,2024-12-30,0.0,0.05853318678695034,2.4124287329719154
P00009,SITE01,2025-01-06,0.0,2.6971265378990327e-06,2.334725742455573
P00009,SITE02,2024-12-30,0.0,0.05853318678695034,2.025940330751473
P00009,SITE02,2025-01-06,0.0,2.6971265378990327e-06,1.926727124577803
P00009,SITE03,2024-12-30,0.0,0.2128098519218779,1.7904512139206405
P00009,SITE03,2025-01-06,0.0,0.21869109917241014,1.7015946304680987
P00009,SITE04,2024-12-30,0.0,1.0562648728846695,3.2711471949450313
P00009,SITE04,2025-01-06,0.0,1.0922911196040492,3.3248965474040135
P00009,SITE05,2024-12-30,0.0,0.2681556840160867,1.9056748975822828
P00009,SITE05,2025-01-06,0.0,2.6971265378990327e-06,1.8288345300119864
P00009,SITE06,2024-12-30,0.0,0.27238637024667,2.577487078161555
P00009,SITE06,2025-01-06,0.0,0.020592627469142973,2.5919541789399663
P00010,SITE01,2024-12-30,0.0,1.6121884280209549,4.628200534836118
P00010,SITE01,2025-01-06,0.0,1.8710982961300204,4.681935940219139
P00010,SITE02,2024-12-30,0.0,0.6763419968082791,4.831820514084956
P00010,SITE02,2025-01-06,0.0,0.7333442102242742,5.073770701720897
P00010,SITE03,2024-12-30,0.0,0.8667229065575492,4.107773468179619
P00010,SITE03,2025-01-06,0.0,0.941372134204111,4.316878758019042
P00010,SITE04,2024-12-30,0.0,3.6772849389407107,9.330772607320952
P00010,SITE04,2025-01-06,0.0,3.8052371358298784,9.380851409109958
P00010,SITE05,2024-12-30,0.0,0.7739877245539362,3.996095090023446
P00010,SITE05,2025-01-06,0.0,0.7874113423205913,4.166491196449826
P00010,SITE06,2024-12-30,0.0,1.4557903272118908,4.387623040991703
P00010,SITE06,2025-01-06,0.0,1.5804960110434148,4.468005035164211
P00011,SITE01,2024-12-30,0.0,2.087602630734918,7.555177805811271
P00011,SITE01,2025-01-06,0.0,2.104198938518066,7.55064649599543
P00011,SITE02,2024-12-30,0.0,1.9112191224416364,5.724199447584644
P00011,SITE02,2025-01-06,0.0,1.9919477069406426,5.851435812696307
P00011,SITE03,2024-12-30,0.0,1.0620594544605768,4.687346384197982
P00011,SITE03,2025-01-06,0.0,1.1618420376427756,4.893761394690832
P00011,SITE04,2024-12-30,0.9999973028734622,4.552738834394846,7.792622112763055
P00011,SITE04,2025-01-06,0.9999973028734622,4.588201506878487,7.976537914107817
P00011,SITE05,2024-12-30,0.0,0.45194290438282914,3.7179350031886615
